gene,pval
Amillepora00001-RA,-1.92128593681705
Amillepora00003-RA,-0.0382871390524582
Amillepora00004-RA,0.244031572028538
Amillepora00006-RA,0.806477384072594
Amillepora00009-RA,0.622988208800684
Amillepora00011-RA,2.58726015627719
Amillepora00014-RA,0.323289970090522
Amillepora00015-RA,2.25754665151622
Amillepora00022-RA,-0.719300222230317
Amillepora00024-RA,-0.0832321686208175
Amillepora00027-RA,-0.131577426718775
Amillepora00029-RA,6.34838464481423
Amillepora00032-RA,2.50692057036218
Amillepora00033-RA,0.265517804949337
Amillepora00034-RA,1.35976889128997
Amillepora00035-RA,-0.197208862017906
Amillepora00038-RA,-0.286103537884345
Amillepora00039-RA,0.831082211354099
Amillepora00043-RA,-0.613732136652847
Amillepora00044-RA,-0.204719418809495
Amillepora00045-RA,-1.15060906183304
Amillepora00047-RA,1.76231359893524
Amillepora00048-RA,-0.641237879673188
Amillepora00055-RA,-0.0159625419008894
Amillepora00056-RA,-0.581379255715197
Amillepora00058-RA,-1.23734285574371
Amillepora00059-RA,0.370202610630559
Amillepora00063-RA,-0.149465381351288
Amillepora00064-RA,-0.139039382700281
Amillepora00067-RA,5.30021690045657
Amillepora00069-RA,2.54161326985605
Amillepora00071-RA,0.609950041067662
Amillepora00072-RA,-0.287279886910554
Amillepora00075-RA,0.685210035182686
Amillepora00077-RA,0.69188393361362
Amillepora00079-RA,-0.251646384235477
Amillepora00083-RA,-6.53296535157327
Amillepora00087-RA,2.07055770347323
Amillepora00091-RA,0.401052242708317
Amillepora00092-RA,0.325768778804735
Amillepora00093-RA,2.06998024520338
Amillepora00097-RA,0.0227404095315231
Amillepora00098-RA,-0.857973604845963
Amillepora00099-RA,-0.31184074872656
Amillepora00100-RA,0.735554587240571
Amillepora00104-RA,-0.590168197943725
Amillepora00109-RA,0.300022950590177
Amillepora00114-RA,0.0583237748968165
Amillepora00115-RA,3.3121128866297
Amillepora00116-RA,-1.27751498966657
Amillepora00118-RA,-2.30445677085203
Amillepora00119-RA,-0.167227573027236
Amillepora00120-RA,-1.2447722916852
Amillepora00122-RA,0.272117601158909
Amillepora00123-RA,0.418982764224541
Amillepora00128-RA,2.25358813437602
Amillepora00129-RA,0.19385586694524
Amillepora00135-RA,4.7375309532631
Amillepora00136-RA,-0.407328169443317
Amillepora00137-RA,0.527819006945841
Amillepora00138-RA,1.16032822411097
Amillepora00140-RA,0.514108881608108
Amillepora00141-RA,0.650059728664491
Amillepora00143-RA,-0.411866785892652
Amillepora00146-RA,0.611948916509074
Amillepora00147-RA,1.91801509763403
Amillepora00148-RA,1.10894967738143
Amillepora00150-RA,0.893663323360723
Amillepora00151-RA,-0.570192190449815
Amillepora00152-RA,-0.327002267995655
Amillepora00153-RA,0.0918170067995822
Amillepora00154-RA,1.93777829387513
Amillepora00156-RA,0.0576639347624344
Amillepora00162-RA,0.289814157660252
Amillepora00163-RA,0.02125707501487
Amillepora00165-RA,-1.23935174923269
Amillepora00166-RA,-0.751274873683103
Amillepora00168-RA,1.13906039674816
Amillepora00169-RA,-0.482769065221996
Amillepora00171-RA,-0.386389310281261
Amillepora00173-RA,0.553496686590846
Amillepora00174-RA,-0.174447724350897
Amillepora00176-RA,-0.419200423288699
Amillepora00177-RA,2.83799686819223
Amillepora00178-RA,-0.102673838155231
Amillepora00180-RA,-1.03318187632097
Amillepora00184-RA,-0.285987566089335
Amillepora00190-RA,0.222455617527466
Amillepora00192-RA,-0.773654137254288
Amillepora00196-RA,-0.0410995817470284
Amillepora00198-RA,0.281822479346421
Amillepora00224-RA,2.46034459821863
Amillepora00225-RA,-0.464955084923732
Amillepora00226-RA,0.318876485053725
Amillepora00230-RA,0.707618507947361
Amillepora00263-RA,3.71426064744144
Amillepora00265-RA,-0.754396987659745
Amillepora00266-RA,0.889791464494692
Amillepora00269-RA,0.21667816590576
Amillepora00271-RA,0.0708073652184389
Amillepora00272-RA,5.95864467758414
Amillepora00307-RA,-0.615335208975134
Amillepora00329-RA,-0.267338616102652
Amillepora00331-RA,0.508400122245994
Amillepora00338-RA,-0.258384443824699
Amillepora00340-RA,1.8450856637543
Amillepora00408-RA,-0.136672828221468
Amillepora00419-RA,0.501333784392735
Amillepora00428-RA,-2.479093562509
Amillepora00436-RA,3.89847678409032
Amillepora00440-RA,0.171644836486701
Amillepora00447-RA,-2.46875291803953
Amillepora00454-RA,-0.40212050653447
Amillepora00459-RA,-0.442462655314377
Amillepora00469-RA,-0.217357034096339
Amillepora00472-RA,-4.99507049602967
Amillepora00475-RA,-6.43501666617727
Amillepora00480-RA,-0.374795129297628
Amillepora00492-RA,0.384343580655247
Amillepora00496-RA,1.61974456172519
Amillepora00499-RA,0.223109303061818
Amillepora00502-RA,-0.183390492356619
Amillepora00510-RA,-0.214589055411778
Amillepora00512-RA,0.425844334247886
Amillepora00524-RA,2.21660580176177
Amillepora00566-RA,-0.44880631265629
Amillepora00572-RA,0.770318436225526
Amillepora00580-RA,-1.42334175719888
Amillepora00610-RA,0.688357247370835
Amillepora00611-RA,-0.253273092198092
Amillepora00613-RA,1.80290246367727
Amillepora00614-RA,1.08294381067811
Amillepora00633-RA,-2.10512422410137
Amillepora00644-RA,-0.966786310519305
Amillepora00647-RA,-0.886247522330727
Amillepora00648-RA,-0.413256858759216
Amillepora00650-RA,3.63892481093941
Amillepora00658-RA,1.4330978728076
Amillepora00660-RA,0.690483628638796
Amillepora00664-RA,-0.115400678078852
Amillepora00665-RA,-0.175457377049099
Amillepora00666-RA,-0.440144557120649
Amillepora00667-RA,-0.529276591044513
Amillepora00669-RA,-0.858590361872085
Amillepora00671-RA,0.413061776635568
Amillepora00673-RA,8.57989146711011
Amillepora00710-RA,-0.949146234615497
Amillepora00711-RA,0.0723257193979688
Amillepora00713-RA,-3.01455657988018
Amillepora00714-RA,-1.15771515572501
Amillepora00715-RA,-1.69272134052201
Amillepora00716-RA,-0.550223648061894
Amillepora00723-RA,1.95810407669442
Amillepora00724-RA,0.405185703495198
Amillepora00740-RA,0.222498602713119
Amillepora00743-RA,0.465158664971809
Amillepora00747-RA,1.52261675658568
Amillepora00751-RA,-0.788069725047432
Amillepora00752-RA,-0.777375187309697
Amillepora00753-RA,0.982788316767806
Amillepora00754-RA,-0.214709478073402
Amillepora00755-RA,5.90552589803226
Amillepora00757-RA,-1.79212106182426
Amillepora00758-RA,-1.62423750848597
Amillepora00759-RA,4.91042563876406
Amillepora00761-RA,-1.91734228129129
Amillepora00762-RA,-1.57990981943026
Amillepora00763-RA,-0.542478748252667
Amillepora00765-RA,-2.25020703345198
Amillepora00766-RA,0.0322177439550087
Amillepora00769-RA,-0.962367964164415
Amillepora00773-RA,0.254426861482642
Amillepora00774-RA,0.715706169246244
Amillepora00775-RA,-0.57341722512579
Amillepora00777-RA,1.11118440494989
Amillepora00784-RA,-0.0121937297864851
Amillepora00788-RA,-0.350027330434625
Amillepora00790-RA,-1.45300864768612
Amillepora00791-RA,-0.297740687875101
Amillepora00836-RA,-0.0394878563439935
Amillepora00838-RA,-0.139763525472656
Amillepora00859-RA,2.69569386899287
Amillepora00861-RA,-0.219146800367572
Amillepora00862-RA,1.59880359871482
Amillepora00912-RA,1.18432131409305
Amillepora00917-RA,-0.800261840344182
Amillepora00919-RA,1.29269491468407
Amillepora00923-RA,-0.0980027831500446
Amillepora00924-RA,0.375994450737798
Amillepora00926-RA,1.62133242497438
Amillepora00929-RA,0.491340463502596
Amillepora00930-RA,1.36623385245919
Amillepora00948-RA,2.53805262817509
Amillepora00953-RA,-0.519446524795257
Amillepora00955-RA,1.01606675529951
Amillepora00956-RA,0.0342971118799279
Amillepora00958-RA,2.12459068432265
Amillepora00964-RA,-0.301289839856648
Amillepora00965-RA,-0.252521225651144
Amillepora00970-RA,1.44390209463619
Amillepora00973-RA,0.425748398140625
Amillepora00974-RA,-0.387207200451941
Amillepora00976-RA,-0.25810720005713
Amillepora00977-RA,-0.402946138568331
Amillepora00979-RA,0.567643524527863
Amillepora00980-RA,0.685854978777208
Amillepora00981-RA,1.26250084237494
Amillepora00985-RA,1.37717126457602
Amillepora00987-RA,-0.417811046046099
Amillepora00990-RA,-5.48964779345181
Amillepora00991-RA,-0.733006139678319
Amillepora00996-RA,-0.135971297268422
Amillepora01000-RA,1.95511582474615
Amillepora01003-RA,1.72807589916694
Amillepora01006-RA,1.6140501270671
Amillepora01007-RA,-0.178713371668019
Amillepora01009-RA,0.976056637574261
Amillepora01010-RA,-0.206245470861398
Amillepora01012-RA,3.80114945866065
Amillepora01013-RA,-0.892944027248783
Amillepora01014-RA,0.10086472880635
Amillepora01015-RA,0.422546283662904
Amillepora01017-RA,1.98898094758359
Amillepora01018-RA,1.21414441653677
Amillepora01020-RA,-0.2129649666672
Amillepora01021-RA,1.12678706582307
Amillepora01024-RA,2.76923327435435
Amillepora01031-RA,0.432383873461355
Amillepora01032-RA,-0.524305112702035
Amillepora01039-RA,-0.157413530798131
Amillepora01040-RA,-1.02564199332359
Amillepora01044-RA,-1.32330731724936
Amillepora01047-RA,-0.716529305725666
Amillepora01048-RA,-1.78817852800992
Amillepora01049-RA,1.62547604845286
Amillepora01054-RA,1.3833269093682
Amillepora01057-RA,0.240482905393116
Amillepora01059-RA,1.17358331783108
Amillepora01061-RA,2.7488730061396
Amillepora01062-RA,0.844502980916565
Amillepora01063-RA,-0.0263988801908278
Amillepora01064-RA,0.11610404915021
Amillepora01065-RA,-1.00080753528914
Amillepora01068-RA,1.14596957760426
Amillepora01071-RA,0.641730929649859
Amillepora01077-RA,0.482604940705456
Amillepora01079-RA,-2.78212252767329
Amillepora01081-RA,-1.28606378296257
Amillepora01082-RA,0.643582637447558
Amillepora01084-RA,-0.251562101938739
Amillepora01086-RA,0.463327377079704
Amillepora01087-RA,0.866154601830296
Amillepora01089-RA,-0.181087386846023
Amillepora01090-RA,-1.12316558311591
Amillepora01092-RA,0.149531030370674
Amillepora01094-RA,0.522031557835756
Amillepora01095-RA,-0.890617146022392
