gene,pval
Amillepora00001-RA,-2.89825452375717
Amillepora00015-RA,1.98125347415796
Amillepora00022-RA,-0.780200123812623
Amillepora00027-RA,-0.618850295121183
Amillepora00093-RA,2.27040109468758
Amillepora00122-RA,1.30379405879358
Amillepora00128-RA,0.843216938475111
Amillepora00129-RA,3.61672390568117
Amillepora00137-RA,1.08255320564156
Amillepora00150-RA,0.393949557523508
Amillepora00154-RA,2.14158576999913
Amillepora00163-RA,3.24257534172973
Amillepora00180-RA,-0.189083458505327
Amillepora00184-RA,-0.0679297004567594
Amillepora00192-RA,0.0970329388654934
Amillepora00224-RA,0.75434246754384
Amillepora00263-RA,8.93420949648783
Amillepora00272-RA,5.2013631236788
Amillepora00510-RA,1.0734524502468
Amillepora00610-RA,0.30370692842436
Amillepora00611-RA,-0.0702178863871002
Amillepora00650-RA,4.31971641195229
Amillepora00665-RA,-3.27530446285432
Amillepora00666-RA,2.13490222189087
Amillepora00711-RA,-1.3087568363292
Amillepora00740-RA,0.00644448461865053
Amillepora00755-RA,2.70758987592026
Amillepora00758-RA,-1.81714122050832
Amillepora00759-RA,2.39203020517545
Amillepora00765-RA,-2.22981267415085
Amillepora00784-RA,-2.95301245492106
Amillepora00929-RA,1.78636927149349
Amillepora00930-RA,5.27763091583723
Amillepora00948-RA,0.731652071257262
Amillepora00956-RA,0.489624380117259
Amillepora00958-RA,-0.081153140620815
Amillepora00965-RA,1.25681200190295
Amillepora00974-RA,1.84544078107905
Amillepora00981-RA,2.08216294270288
Amillepora01000-RA,1.33315818491218
Amillepora01009-RA,2.038872062421
Amillepora01012-RA,1.97061413923253
Amillepora01014-RA,-1.84793476923785
Amillepora01049-RA,1.56658508258708
Amillepora01054-RA,1.91600909318625
Amillepora01059-RA,2.56670039000123
Amillepora01062-RA,0.809314951776181
Amillepora01063-RA,0.21258249249979
Amillepora01082-RA,-2.06283095656324
Amillepora01087-RA,0.0374012083639926
Amillepora01105-RA,-2.97301089852721
Amillepora01122-RA,5.2557977710617
Amillepora01152-RA,2.04708447704299
Amillepora01202-RA,0.970141683137716
Amillepora01212-RA,2.90303880846637
Amillepora01232-RA,-3.03277393369178
Amillepora01235-RA,0.499756944927581
Amillepora01242-RA,-2.38101686786082
Amillepora01268-RA,0.558768983738078
Amillepora01283-RA,2.18964181395177
Amillepora01312-RA,-1.45211174382016
Amillepora01328-RA,8.67954161778897
Amillepora01344-RA,-0.35509094382456
Amillepora01368-RA,0.241060847407993
Amillepora01369-RA,0.0685027584046018
Amillepora01370-RA,0.469937258345392
Amillepora01374-RA,1.98950660136412
Amillepora01378-RA,0.376008610714451
Amillepora01387-RA,-0.761411206450832
Amillepora01403-RA,-0.00104578869430945
Amillepora01418-RA,4.43191533074125
Amillepora01446-RA,-3.91799356746956
Amillepora01447-RA,-3.67631038823064
Amillepora01469-RA,0.593700077039766
Amillepora01474-RA,-0.0033957144027216
Amillepora01594-RA,-1.90627698644664
Amillepora01600-RA,1.89579889573756
Amillepora01602-RA,-4.14566463942247
Amillepora01754-RA,1.30432333190119
Amillepora01755-RA,-0.110179440330682
Amillepora01764-RA,-5.14228068710211
Amillepora01894-RA,1.08374165541222
Amillepora01919-RA,7.658717466911
Amillepora01969-RA,2.54367263834907
Amillepora01990-RA,1.69544681151859
Amillepora01993-RA,7.00096029554588
Amillepora02001-RA,2.62620180044224
Amillepora02021-RA,-0.8264813131494
Amillepora02023-RA,-1.76853655359891
Amillepora02055-RA,10.9444827105928
Amillepora02093-RA,5.10235924666014
Amillepora02102-RA,1.43173953615934
Amillepora02459-RA,-1.3392714802265
Amillepora02480-RA,1.91344922002717
Amillepora02484-RA,4.92033179017187
Amillepora02499-RA,3.01822942208268
Amillepora02534-RA,0.58386394327556
Amillepora02582-RA,0.163163789965971
Amillepora02583-RA,-0.194873366522669
Amillepora02585-RA,-0.400968752227651
Amillepora02588-RA,2.19092726565859
Amillepora02598-RA,0.660626841754333
Amillepora02599-RA,0.00581581115717783
Amillepora02607-RA,-0.292383664017031
Amillepora02610-RA,0.574384290833842
Amillepora02661-RA,-2.18075317501264
Amillepora02667-RA,1.61088914757343
Amillepora02704-RA,-1.34092157847408
Amillepora02771-RA,-5.34283777598103
Amillepora02828-RA,-0.467744589970477
Amillepora02839-RA,2.01150069616943
Amillepora02840-RA,5.99206115291801
Amillepora02841-RA,0.0215696755234937
Amillepora02843-RA,-0.344806168444761
Amillepora02852-RA,-0.843018110200971
Amillepora02878-RA,-2.5507093648183
Amillepora02947-RA,0.210085905536704
Amillepora02957-RA,1.02115193650393
Amillepora02959-RA,-0.647600218945456
Amillepora02962-RA,-2.32719476457516
Amillepora02966-RA,1.63001310976925
Amillepora02969-RA,-2.66852801068207
Amillepora02975-RA,0.909044047462911
Amillepora02976-RA,-1.5053581897453
Amillepora02995-RA,1.12657526965153
Amillepora03005-RA,-0.925559876272161
Amillepora03033-RA,-0.117990438916981
Amillepora03041-RA,0.770618307666124
Amillepora03057-RA,0.307751968063615
Amillepora03077-RA,-0.804041839375548
Amillepora03104-RA,-0.956259709226627
Amillepora03150-RA,0.608543255631637
Amillepora03174-RA,0.348339154341156
Amillepora03176-RA,0.283785397073099
